1.743192025097986431e+00,7.125071541153953081e-02
1.641493337030426769e+00,-1.498100918234734902e-02
2.411045702897334664e+00,-3.202040157395606434e-01
1.748150410703287916e+00,-7.585282211503746597e-01
3.078707318533880688e+00,9.717137706372507289e-01
2.262385726762244698e+00,-1.707491737451194078e-02
1.457938848703671963e+00,-1.760628854068020832e+00
1.676221489342181403e+00,-7.465896487547275528e-01
3.330147999526492431e+00,3.836878513322767303e-01
8.789060205970139483e-01,4.209475790455131095e-01
4.134697461078910008e-01,-4.985577642188959158e-01
1.379488633124470898e+00,3.761961235758035094e-01
8.195379176275268129e-01,1.467737486695384064e-01
-7.439673415354934871e-01,-2.594671429375400296e-01
1.503128565225333890e+00,4.162458249845203961e-01
2.120396482413692940e+00,1.086604501301147163e+00
8.437518300707805841e-01,1.300580484989687813e+00
2.746069201808220006e-01,-9.806756088291220808e-01
2.193162962496377211e-01,-5.174481035984627164e-01
4.875262414416084988e-01,-1.538796144760801843e+00
7.080000973242801532e-01,-3.461306075364024570e-01
1.585123476814057630e+00,-8.536522915793103294e-01
2.724129810247660544e+00,1.198737579587747099e-01
-1.098624910308799940e+00,-1.304499133011711498e+00
3.867583645234991874e+00,-2.426801101363547652e-01
4.334086940078038519e-01,-7.423487623369786625e-01
2.762753358302533435e+00,5.297359494901752175e-01
2.851349044500857063e-02,4.439688819403476150e-01
1.731434103181876072e+00,-1.374675057712263504e+00
2.715221026685433525e+00,4.200869816666923939e-01
3.217228438060885654e-01,-9.936414133569340668e-02
1.545231429749817087e+00,-6.381446544928176534e-01
2.334371796836509638e+00,-5.798859162195615369e-01
1.980403694095843881e-01,-5.747912688105842882e-01
2.335172062002480953e+00,-6.953992926830983023e-01
1.564903830477640811e+00,1.139921588339726011e+00
2.126816091234510486e-01,1.189314400347114109e+00
6.033369123951179969e-01,-1.168013151773097169e+00
-9.086293963097830106e-02,-2.793971917195779003e-02
2.089697954496317678e+00,-2.300813164159629387e-01
1.002597094614775530e+00,-3.133565066855167891e-01
1.467105147692310263e+00,-3.462229599585444628e-01
2.130949890674234570e+00,-3.823926532900073783e-01
2.743623875134894252e+00,-8.618958756663467335e-01
1.402373499191026163e+00,-3.664227228388726720e-01
2.557740907389268181e-01,-2.724431411980112738e-01
2.582123555713245810e+00,5.661848614952875725e-01
1.437964586361746955e+00,-8.864563575681807528e-01
2.447805259582578330e+00,-2.114318571399824431e-02
2.025671098994043628e+00,3.478102912071537878e-01
4.310371107187619955e-01,-1.994414629121694649e-01
2.261657450725008456e+00,3.099420767215338435e-01
1.489941154091213305e+00,-1.106632636488738886e+00
3.179559858427791763e-01,-1.048214899630474761e+00
1.095188101549326110e+00,7.908614811610915618e-01
2.146403762853546837e+00,-2.811974505585498885e-01
-8.248174036511911611e-01,-1.095482465430021923e+00
1.001581019041451803e+00,-2.973290716405112000e-01
-8.641061684617503541e-03,-6.270633371439114923e-01
2.468970064898509342e+00,-1.918248161093850657e-01
5.136164364366280211e-01,5.639173218802936982e-02
-2.829944703048516086e+00,4.517740858131602977e+00
-2.988769452693189610e+00,9.468972888408888622e-01
-2.741923747068259143e+00,4.009298235491775664e+00
-1.991769574459280046e+00,3.033222322342880251e+00
-9.047979605687070936e-01,-1.037543135830662835e-02
-8.500808485713771123e-01,3.806908563898027675e-01
-1.605091620717477019e+00,1.569616542108085655e+00
-1.410305241495094064e+00,1.134096251995567295e+00
1.018308524253471514e+00,1.771729340705072486e+00
-2.961940106267362260e+00,2.229742724933727813e-02
-4.639954471023174376e-01,-1.394125702029600955e+00
-3.200097169482916670e-01,1.345772965136551591e-01
-1.407710744874294928e+00,2.632065305648799480e+00
-1.293048736891172501e+00,7.553996387893530118e-01
2.456712884007885844e-01,-4.901546169732816649e-01
-9.124349292251635601e-01,2.078767297806935144e+00
1.446718055561404537e+00,3.457266880604080050e+00
-3.025584989743361319e+00,-1.311505736998907601e+00
-2.692953795486091595e-01,4.689903669328303049e-01
-1.897255668541591112e+00,2.464476640121078255e+00
-9.723133886650154878e-01,1.104375361178737913e+00
-1.146374482257750849e+00,1.998927909411174264e+00
-1.609748291975682033e+00,2.401316400469320822e+00
-3.665450322859688193e+00,4.306218013524581778e+00
-2.107101721451001719e+00,2.639329364461840743e+00
-2.836279341445882896e+00,3.529092578698912241e+00
-5.473621006616889995e-01,3.622429506258685095e+00
-1.393871130415301085e+00,3.632607134669888271e+00
-1.029467739793350267e+00,9.500397916143300536e-01
-1.809558635345561051e+00,1.633820121500768385e+00
-9.478493851276496018e-01,3.512250444389729331e+00
-1.081948262919398385e+00,2.451381072138177686e+00
-1.102600152894824825e+00,2.904718406348258064e+00
-8.068350356026763315e-01,1.810909772999040879e-01
-1.688028243267750694e+00,4.600700836877404498e+00
1.647743143931408236e-02,2.720456213136400070e+00
-2.929963157433489229e+00,2.419290873091452188e+00
3.316532413051733741e-01,4.418025022335592134e+00
-1.708479660450374249e+00,1.512634540801484295e+00
-9.795502491590606375e-01,9.290538581094721637e-01
-1.434486447895964689e+00,-1.636333086038386231e+00
2.323303313720220253e-01,-7.401156944054987363e-01
-1.631756680810790838e+00,1.509789136973475276e+00
-1.437037428205143019e+00,-9.376085364255023480e-01
-4.403367015564557119e-01,-2.156106995493400014e+00
-2.159026204984138275e-01,1.045599517153472435e+00
-5.469370585919558492e-01,1.684558144431478555e+00
-1.534066862260246022e+00,2.733095093384049878e+00
-1.607494541222085571e+00,-5.117086027159688522e-01
-9.137364308403325142e-01,6.350798613718763308e-01
-6.501050805622415885e-01,2.190940477112372164e+00
-1.643300707894566282e+00,4.646864486260945171e+00
-1.428622158249761576e-01,1.393811303535237300e+00
-8.005329489984424063e-01,1.065934126338766684e-02
-8.418645917152625113e-01,4.099523192295062568e-01
4.409873878311292295e-01,-1.006554189516022157e+00
-1.561136107148400232e+00,7.257409956293847664e-02
-1.892845908736333405e+00,-3.811533687035146833e-01
-1.062402549923043171e+00,9.215308187556306430e-02
-2.284017269949227380e+00,3.094443721468537856e+00
-2.148725549744809685e-02,9.440433303289762490e-01
-1.640995059990110749e-01,1.831830852233545359e+00
-1.936130093455350032e+00,-4.669285772209048890e-02
-4.611069462088729920e-01,7.391401699228493660e-01
-2.081579338360795894e+00,1.057211437735421367e+00
5.601382243977025555e-01,1.097885897026445345e+00
-1.752788110279559941e+00,-1.450532311752325276e-01
-1.644892893853765692e+00,2.048109202897594017e+00
-1.273306546550860618e+00,1.773053091320269115e+00
5.835038436632636882e-01,4.526211290705304258e-01
-2.069900388145787945e-02,1.507620747358346724e+00
-7.909805562041360982e-01,1.629982930633180782e+00
-1.063647700035605048e+00,2.674983956297809495e+00
-2.296899084757845433e+00,1.351870680934169400e+00
